sep=,
"name","ranking","constituency","party","score","won","lost","image","gender","area_gss_code","area_id","area_mapit_name","country","population_total","population_male","population_female","deaths_num_total","deaths_num_male","deaths_num_female","deaths_num_infant","deaths_num_neonatal","deaths_num_perinatal","deaths_rate_crude","deaths_rate_agestd_total","deaths_rate_agestd_male","deaths_rate_agestd_female","deaths_rate_infant","deaths_rate_neonatal","deaths_rate_perinatal","match_type","matched_by"
"Edward Timson","254","Crewe and Nantwich","Conservative","1303","3379","2276","http://sexymp.co.uk/mp/586.jpg","M","E14000653","65572","Crewe and Nantwich","England","370700","181700","189000","3420","1576","1844","15","11","29","9.2","480.5","545.4","424.5","3.7","2.7","7.2","covered_by","E06000049"
"Peter Bone","255","Wellingborough","Conservative","1480","2998","2698","http://sexymp.co.uk/mp/61.jpg","M","E14001025","65830","Wellingborough","England","694000","342300","351600","5720","2797","2923","46","33","82","8.2","540.8","631.6","460.4","5","3.6","8.8","covered_by","E10000021"
"John Glen","256","Salisbury","Conservative","1352","3233","2385","http://sexymp.co.uk/mp/228.jpg","M","E14000912","65889","Salisbury","England","474300","234300","240100","4138","1964","2174","19","17","39","8.7","476","553.2","413.3","3.5","3.1","7.1","covered_by","E06000054"
"Sajid Javid","257","Bromsgrove","Conservative","1450","3054","2637","http://sexymp.co.uk/mp/318.jpg","M","E14000605","65617","Bromsgrove","England","93700","46300","47400","927","393","534","1","1","0","9.9","461.4","489.4","434.5","0","0","0","covered_by","E07000234"
"Andrew Murrison","258","South West Wiltshire","Conservative","1405","3042","2455","http://sexymp.co.uk/mp/450.jpg","M","E14000954","65956","South West Wiltshire","England","474300","234300","240100","4138","1964","2174","19","17","39","8.7","476","553.2","413.3","3.5","3.1","7.1","covered_by","E06000054"
"Stephen Phillips","259","Sleaford and North Hykeham","Conservative","1396","3236","2572","http://sexymp.co.uk/mp/481.jpg","M","E14000929","65920","Sleaford and North Hykeham","England","714800","348300","366500","7512","3747","3765","26","15","42","10.5","531.4","631.4","447.5","3.3","1.9","5.3","covered_by","E10000019"
"Derek Twigg","260","Halton","Labour","1457","3168","2764","http://sexymp.co.uk/mp/593.jpg","M","E14000725","65915","Halton","England","125700","61300","64400","1109","546","563","6","3","15","8.8","629.6","736.3","554.1","3.8","1.9","9.5","covered_by","E06000006"
"Lorely Burt","261","Solihull","Liberal Democrat","1547","29522","29187","http://sexymp.co.uk/mp/92.jpg","F","E14000931","65879","Solihull","England","206900","100400","106400","1789","895","894","10","8","19","8.6","459.6","558.9","386.8","4.2","3.4","8","covered_by","E08000029"
"Chris Huhne","262","Eastleigh","Liberal Democrat","1459","3111","2727","http://sexymp.co.uk/mp/305.jpg","M","E14000685","65881","Eastleigh","England","125900","61700","64200","911","448","463","5","3","11","7.2","414.2","500.5","348","3.2","1.9","7.1","covered_by","E07000086"
"Gregory Campbell","263","East Londonderry","Democratic Unionist","1508","3088","2907","http://sexymp.co.uk/mp/99.jpg","M","N06000006","66129","East Londonderry","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"David Laws","264","Yeovil","Liberal Democrat","1356","3578","2672","http://sexymp.co.uk/mp/351.jpg","M","E14001060","65935","Yeovil","England","162100","79600","82500","1611","741","870","8","7","15","9.9","455.4","522","397.8","4.5","4","8.5","covered_by","E07000189"
"Michael Fallon","265","Sevenoaks","Conservative","1439","2983","2554","http://sexymp.co.uk/mp/196.jpg","M","E14000918","65698","Sevenoaks","England","115400","56000","59400","997","467","530","6","4","8","8.6","446.7","524.8","381.1","4.5","3","5.9","covered_by","E07000111"
"Paul Maynard","266","Blackpool North and Cleveleys","Conservative","1454","3124","2746","http://sexymp.co.uk/mp/391.jpg","M","E14000572","65750","Blackpool North and Cleveleys","England","473800","232433.33333333334","241300","4967.333333333333","2417.6666666666665","2549.6666666666665","28.666666666666668","19","48.666666666666664","11.966666666666667","631.9","761.2666666666668","521.9666666666667","4.833333333333333","3.633333333333333","10.1","overlapped_by (calculated average)","E06000009,E10000017,E07000128"
"Nick Smith","267","Blaenau Gwent","Labour","1463","3160","2811","http://sexymp.co.uk/mp/551.jpg","M","W07000072","66093","Blaenau Gwent","Wales","69800","34300","35500","791","392","399","7","4","0","11.3","704.7","833","591.7","8.9","5.1","0","covered_by","W06000019"
"Jim Fitzpatrick","268","Poplar and Limehouse","Labour","1464","3115","2786","http://sexymp.co.uk/mp/202.jpg","M","E14000882","65917","Poplar and Limehouse","England","256000","132100","123900","1013","570","443","32","29","57","4","609.1","757.7","469.5","7","6.4","12.4","covered_by","E09000030"
"David Nuttal","269","Bury North","Conservative","1400","3099","2511","http://sexymp.co.uk/mp/458.jpg","M","E14000611","66015","Bury North","England","185400","90700","94700","1693","801","892","14","8","23","9.1","592.9","685","511.7","5.5","3.1","9","covered_by","E08000002"
"Geoffrey Robinson","270","Coventry North West","Labour","1714","2963","3607","http://sexymp.co.uk/mp/512.jpg","M","E14000650","65575","Coventry North West","England","316900","157800","159100","2630","1303","1327","27","17","34","8.3","577.2","689.7","479.4","5.6","3.5","7","covered_by","E08000026"
"Peter Bottomley","271","Worthing West","Conservative","1443","3082","2670","http://sexymp.co.uk/mp/62.jpg","M","E14001055","65562","Worthing West","England","808900","391700","417200","8388","3832","4556","35","23","63","10.4","473.4","551.6","411.2","3.8","2.5","6.8","covered_by","E10000032"
"Edward Davey","272","Kingston and Surbiton","Liberal Democrat","1519","2858","2767","http://sexymp.co.uk/mp/143.jpg","M","E14000770","65778","Kingston and Surbiton","England","457000","223766.66666666666","233233.33333333334","3673.3333333333335","1717.6666666666667","1955.6666666666667","16.666666666666668","12.333333333333334","35.333333333333336","7.433333333333334","437.6666666666667","513","374.3666666666666","2.1333333333333333","1.8666666666666665","5.833333333333333","overlapped_by (calculated average)","E09000021,E10000030,E07000208"
"Ian Paisley","273","North Antrim","Democratic Unionist","1360","3346","2552","http://sexymp.co.uk/mp/470.jpg","M","N06000012","66135","North Antrim","Northern Ireland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","no match (no polygons)",""
"Mark Prisk","274","Hertford and Stortford","Conservative","1437","3043","2619","http://sexymp.co.uk/mp/488.jpg","M","E14000744","66003","Hertford and Stortford","England","138200","67900","70300","951","469","482","4","3","10","6.9","434.5","521.7","367.4","2.3","1.7","5.8","covered_by","E07000242"
"Kevin Brennan","275","Cardiff West","Labour","1430","3255","2771","http://sexymp.co.uk/mp/69.jpg","M","W07000079","66114","Cardiff West","Wales","236050","115800","120250","1856.5","913","943.5","12","10.5","22","8.149999999999999","514.95","628.5999999999999","430.54999999999995","3.25","2.95","6.699999999999999","overlapped_by (calculated average)","W06000014,W06000015"
"David Mowat","276","Warrington South","Conservative","1445","3005","2625","http://sexymp.co.uk/mp/439.jpg","M","E14001018","65916","Warrington South","England","202700","100500","102200","1747","856","891","13","12","23","8.6","576.1","681","488","5.4","5","9.6","covered_by","E06000007"
"Mark Reckless","277","Rochester and Strood","Conservative","1453","3002","2657","http://sexymp.co.uk/mp/495.jpg","M","E14000898","66043","Rochester and Strood","England","264900","131400","133500","2013","978","1035","12","8","23","7.6","557.6","658.6","474.8","3.4","2.2","6.4","covered_by","E06000035"
"Jacob Rees-Mogg","278","North East Somerset","Conservative","1450","3169","2788","http://sexymp.co.uk/mp/498.jpg","M","E14000846","65619","North East Somerset","England","175500","85900","89600","1560","761","799","4","3","15","8.9","468.3","576.2","379.6","2.2","1.6","8.2","covered_by","E06000022"
"Rory Stewart","279","Penrith and The Border","Conservative","1386","3133","2498","http://sexymp.co.uk/mp/564.jpg","M","E14000877","66081","Penrith and The Border","England","499800","246100","253700","5464","2556","2908","17","10","28","10.9","556.9","633.6","488.6","3.4","2","5.5","covered_by","E10000006"
"Geoffrey Cox","280","Torridge and West Devon","Conservative","1506","2879","2753","http://sexymp.co.uk/mp/127.jpg","M","E14001000","65904","Torridge and West Devon","England","64000","31300","32700","750","351","399","2","1","5","11.7","515.6","585","457.9","0","0","7.8","covered_by","E07000046"
"Stephen Gilbert","281","St Austell and Newquay","Liberal Democrat","1477","2900","2663","http://sexymp.co.uk/mp/223.jpg","M","E14000961","65591","St Austell and Newquay","England","536000","259600","276400","5663","2764","2899","33","22","39","10.6","502.9","606.2","416.9","5.7","3.8","6.7","covered_by","E06000052"
"Stewart Hosie","282","Dundee East","Scottish National Party","1487","3025","2818","http://sexymp.co.uk/mp/299.jpg","M","S14000015","14412","Dundee East","Scotland","128100","61600","66500","1441","695","746","8","5","11.5","11.2","643.4","756.4","553.2","5.45","3.3","7.949999999999999","overlapped_by (calculated average)","S12000041,S12000042"
"Grant Shapps","283","Welwyn Hatfield","Conservative","1449","3017","2659","http://sexymp.co.uk/mp/531.jpg","M","E14001027","65740","Welwyn Hatfield","England","1119800","549000","570800","8708","4199","4509","53","44","107","7.8","474.1","564.5","401","3.5","2.9","7.1","covered_by","E10000015"
"Jeremy Corbyn","284","Islington North","Labour","1502","3064","2917","http://sexymp.co.uk/mp/126.jpg","M","E14000763","65937","Islington North","England","206300","101800","104500","1042","566","476","8","6","23","5.1","571.8","710.7","450.2","2.7","2","7.6","covered_by","E09000019"
"Peter Luff","285","Mid Worcestershire","Conservative","1546","2878","2908","http://sexymp.co.uk/mp/378.jpg","M","E14000818","65888","Mid Worcestershire","England","117100","57500","59600","1094","543","551","1","0","6","9.3","442.2","531.6","365.3","0","0","5.3","covered_by","E07000238"
"Jim McGovern","286","Dundee West","Labour","1559","2863","2941","http://sexymp.co.uk/mp/404.jpg","M","S14000016","14413","Dundee West","Scotland","128100","61600","66500","1441","695","746","8","5","11.5","11.2","643.4","756.4","553.2","5.45","3.3","7.949999999999999","overlapped_by (calculated average)","S12000041,S12000042"
"Stephen Dorrell","287","Charnwood","Conservative","1388","3048","2460","http://sexymp.co.uk/mp/164.jpg","M","E14000625","65615","Charnwood","England","651200","321700","329500","5455","2732","2723","22","19","41","8.4","473.7","574.1","390.8","3.2","2.7","5.9","covered_by","E10000018"
"Nigel Adams","288","Selby and Ainsty","Conservative","1469","2919","2665","http://sexymp.co.uk/mp/4.jpg","M","E14000917","65842","Selby and Ainsty","England","601200","296400","304800","6049","2844","3205","19","14","35","10.1","495","579.3","425.4","3.1","2.3","5.8","covered_by","E10000023"
"Mark Spencer","289","Sherwood","Conservative","1408","3160","2635","http://sexymp.co.uk/mp/558.jpg","M","E14000924","65632","Sherwood","England","786800","387200","399600","7333","3540","3793","33","24","64","9.3","525.1","611.2","451.9","3.7","2.7","7.1","covered_by","E10000024"
"John Woodcock","290","Barrow and Furness","Labour Co-operative","1424","3217","2748","http://sexymp.co.uk/mp/641.jpg","M","E14000543","66006","Barrow and Furness","England","499800","246100","253700","5464","2556","2908","17","10","28","10.9","556.9","633.6","488.6","3.4","2","5.5","covered_by","E10000006"
"Conor Burns","291","Bournemouth West","Conservative","1525","2903","2860","http://sexymp.co.uk/mp/87.jpg","M","E14000585","65933","Bournemouth West","England","165800","82000","83750","1716","812.5","903.5","7.5","5.5","13.5","10.350000000000001","506.75","606.8","419.75","3.7","2.65","6.65","overlapped_by (calculated average)","E06000028,E06000029"
"Charles Hendry","292","Wealden","Conservative","1547","2762","2808","http://sexymp.co.uk/mp/280.jpg","M","E14001023","65961","Wealden","England","149400","72100","77400","1611","750","861","2","2","10","10.8","455.9","536.6","392.5","0","0","7.6","covered_by","E07000065"
"David Jones","293","Clwyd West","Conservative","1434","3125","2720","http://sexymp.co.uk/mp/325.jpg","M","W07000059","66100","Clwyd West","Wales","104600","50950","53650","1273.5","599.5","674","5","3.5","8.5","12.100000000000001","557.2","643.9000000000001","485.29999999999995","4.300000000000001","2.1","7.35","overlapped_by (calculated average)","W06000003,W06000004"
"Jonathan Lord","294","Woking","Conservative","1390","3042","2479","http://sexymp.co.uk/mp/373.jpg","M","E14001047","66039","Woking","England","1135400","556400","578900","9419","4408","5011","41","29","89","8.3","446.2","524","380.7","2.9","2.1","6.3","covered_by","E10000030"
"Andrew Percy","295","Brigg and Goole","Conservative","1442","2942","2596","http://sexymp.co.uk/mp/478.jpg","M","E14000596","66000","Brigg and Goole","England","5288200","2602000","2686200","48527","23466","25061","327","228","538","9.2","566.2","670","480.6","4.9","3.4","8.1","covered_by","E15000003"
"Philip Hammond","296","Runnymede and Weybridge","Conservative","1422","3015","2591","http://sexymp.co.uk/mp/257.jpg","M","E14000907","65589","Runnymede and Weybridge","England","1135400","556400","578900","9419","4408","5011","41","29","89","8.3","446.2","524","380.7","2.9","2.1","6.3","covered_by","E10000030"
"Alok Sharma","297","Reading West","Conservative","1536","2775","2794","http://sexymp.co.uk/mp/532.jpg","M","E14000890","65982","Reading West","England","154700","77150","77550","1070.5","541.5","529","10.5","7.5","17","6.949999999999999","502.9","601.8499999999999","415.25","4.5","3.2","7.2","overlapped_by (calculated average)","E06000038,E06000037"
"Dennis Skinner","298","Bolsover","Labour","1551","3156","3245","http://sexymp.co.uk/mp/544.jpg","M","E14000577","65628","Bolsover","England","770700","379100","391600","7437","3643","3794","25","17","39","9.6","529.2","633.9","442.8","2.9","2","4.6","covered_by","E10000007"
"Andy Slaughter","299","Hammersmith","Labour","1664","2681","3148","http://sexymp.co.uk/mp/545.jpg","M","E14000726","65836","Hammersmith","England","182400","89100","93300","937","486","451","9","8","13","5.1","563.6","699.2","451.3","3.3","2.9","4.7","covered_by","E09000013"
"Jerem Wright","300","Kenilworth and Southam","Conservative","1491","2912","2762","http://sexymp.co.uk/mp/645.jpg","M","E14000767","65968","Kenilworth and Southam","England","546600","269600","277000","4823","2371","2452","28","21","46","8.8","495.1","593.6","415.4","4.5","3.3","7.3","covered_by","E10000031"
"Mark Hoban","301","Fareham","Conservative","1527","2847","2845","http://sexymp.co.uk/mp/288.jpg","M","E14000699","65857","Fareham","England","111900","54800","57100","1091","510","581","5","3","11","9.7","466.2","519.9","424","4.5","2.7","9.8","covered_by","E07000087"
"Sadiq Khan","302","Tooting","Labour","1595","3006","3277","http://sexymp.co.uk/mp/340.jpg","M","E14000998","65554","Tooting","England","307700","149200","158500","1521","726","795","18","13","41","4.9","531.7","628.4","451.5","3.3","2.4","7.4","covered_by","E09000032"
"Crispin Blunt","303","Reigate","Conservative","1367","3190","2528","http://sexymp.co.uk/mp/59.jpg","M","E14000893","66005","Reigate","England","138400","67700","70700","1237","539","698","3","2","10","8.9","470.5","542.8","402.7","1.6","0","5.3","covered_by","E07000211"
"Greg Mulholland","304","Leeds North West","Liberal Democrat","1487","2832","2695","http://sexymp.co.uk/mp/441.jpg","M","E14000780","66068","Leeds North West","England","750700","368000","382700","6362","3065","3297","43","33","98","8.5","578.9","682.4","493.6","4.2","3.3","9.6","covered_by","E08000035"
